key_B,surface_carrez_lot1,surface_bati,nb_pieces,type_local,nb_lots,key_A
488_B,56.81,56,3,Appartement,1,579_A
488_B,56.81,56,3,Appartement,1,580_A
489_B,43.33,43,3,Appartement,1,581_A
490_B,32.8,32,2,Appartement,2,582_A
491_B,15.42,14,1,Appartement,1,583_A
492_B,24.64,24,1,Appartement,1,584_A
493_B,28.5,30,2,Appartement,1,585_A
494_B,66.45,66,2,Appartement,1,586_A
495_B,59.9,61,3,Appartement,1,587_A
497_B,18.04,16,1,Appartement,1,589_A
498_B,28.56,28,1,Appartement,1,590_A
499_B,23.66,25,1,Appartement,1,591_A
514_B,26.42,25,1,Appartement,1,591_A
522_B,26.62,25,1,Appartement,1,591_A
526_B,16.99,17,1,Appartement,1,591_A
500_B,121.56,122,5,Appartement,2,592_A
501_B,30.72,30,2,Appartement,1,593_A
507_B,30.52,30,2,Appartement,1,593_A
502_B,32.97,33,2,Appartement,1,594_A
503_B,28.61,30,1,Appartement,2,595_A
504_B,30.74,29,2,Appartement,1,596_A
505_B,30.59,31,1,Appartement,1,597_A
506_B,33.5,37,2,Appartement,1,598_A
508_B,51.85,50,2,Appartement,1,600_A
509_B,63.2,69,2,Appartement,2,601_A
510_B,23.08,24,3,Appartement,1,602_A
511_B,86.49,70,3,Maison,1,603_A
512_B,36.44,36,2,Appartement,1,604_A
513_B,28.96,30,2,Appartement,2,605_A
515_B,49.06,49,2,Appartement,2,607_A
515_B,49.06,49,2,Appartement,2,608_A
516_B,100.11,100,5,Maison,1,609_A
517_B,89.03,82,4,Maison,1,610_A
518_B,43.44,44,2,Appartement,2,611_A
519_B,119.95,126,4,Appartement,3,612_A
520_B,25.1,62,4,Appartement,3,613_A
521_B,49.55,57,3,Appartement,1,614_A
523_B,28.79,28,2,Appartement,1,616_A
524_B,18.63,18,1,Appartement,1,617_A
525_B,14.0,53,4,Appartement,1,618_A
527_B,68.23,66,3,Appartement,2,620_A
528_B,21.48,22,2,Appartement,2,621_A
529_B,16.9,17,1,Appartement,1,622_A
529_B,16.9,17,1,Appartement,1,624_A
16348_B,39.83,40,2,Appartement,1,624_A
530_B,101.99,100,4,Appartement,1,625_A
531_B,54.25,61,3,Appartement,1,626_A
532_B,26.78,27,1,Appartement,1,627_A
532_B,26.78,27,1,Appartement,1,628_A
533_B,27.06,27,1,Appartement,1,629_A
534_B,34.97,35,2,Appartement,1,631_A
535_B,18.45,19,1,Appartement,1,632_A
536_B,39.3,39,3,Appartement,2,633_A
537_B,35.51,35,2,Appartement,1,634_A
537_B,35.51,35,2,Appartement,1,635_A
538_B,52.24,45,2,Appartement,2,636_A
539_B,14.33,16,1,Appartement,1,637_A
540_B,49.21,51,2,Appartement,1,638_A
540_B,49.21,51,2,Appartement,1,639_A
541_B,39.2,40,3,Appartement,1,640_A
542_B,30.34,31,1,Appartement,1,641_A
543_B,28.32,28,1,Appartement,1,642_A
543_B,28.32,28,1,Appartement,1,643_A
544_B,99.04,98,4,Appartement,2,644_A
545_B,30.2,95,3,Appartement,1,645_A
632_B,20.77,126,5,Appartement,1,645_A
546_B,80.25,82,3,Appartement,1,646_A
546_B,80.25,82,3,Appartement,1,647_A
547_B,72.25,72,4,Appartement,2,648_A
548_B,19.23,19,1,Appartement,1,649_A
548_B,19.23,19,1,Appartement,1,650_A
549_B,56.45,58,2,Appartement,1,651_A
550_B,18.02,18,1,Appartement,1,652_A
550_B,18.02,18,1,Appartement,1,653_A
2967_B,18.8,18,1,Appartement,1,653_A
8498_B,18.82,19,1,Appartement,1,653_A
18012_B,41.32,41,2,Appartement,1,653_A
551_B,32.83,33,2,Appartement,2,654_A
552_B,48.23,46,2,Appartement,1,655_A
552_B,48.23,46,2,Appartement,1,656_A
553_B,34.04,33,1,Appartement,1,657_A
554_B,36.26,36,2,Appartement,1,658_A
555_B,69.0,36,3,Appartement,1,659_A
556_B,45.5,41,2,Appartement,1,660_A
557_B,13.69,15,1,Appartement,1,661_A
557_B,13.69,15,1,Appartement,1,662_A
558_B,68.75,68,3,Appartement,2,663_A
559_B,34.31,33,2,Appartement,3,664_A
560_B,68.35,70,3,Appartement,1,665_A
561_B,114.78,111,4,Appartement,3,666_A
562_B,30.76,22,1,Appartement,1,667_A
563_B,78.45,80,4,Appartement,2,668_A
564_B,64.25,62,2,Appartement,1,669_A
565_B,118.14,113,5,Appartement,1,670_A
566_B,133.44,144,4,Appartement,2,671_A
567_B,96.0,130,4,Appartement,2,672_A
569_B,93.6,95,3,Appartement,1,673_A
570_B,79.48,76,2,Appartement,2,674_A
571_B,19.88,20,1,Appartement,1,675_A
571_B,19.88,20,1,Appartement,1,676_A
802_B,20.0,20,1,Appartement,1,676_A
7753_B,20.57,21,1,Appartement,1,676_A
14795_B,19.98,20,1,Appartement,1,676_A
20922_B,19.5,20,1,Appartement,1,676_A
571_B,19.88,20,1,Appartement,1,677_A
5618_B,20.05,20,1,Appartement,1,677_A
7704_B,19.2,19,1,Appartement,1,677_A
7704_B,19.2,19,1,Appartement,1,677_A
22735_B,20.09,19,1,Appartement,1,677_A
22754_B,20.24,20,1,Appartement,1,677_A
22807_B,20.43,20,1,Appartement,1,677_A
22819_B,20.25,20,1,Appartement,1,677_A
572_B,43.48,42,1,Appartement,2,678_A
573_B,90.1,91,3,Appartement,2,679_A
574_B,19.11,20,1,Appartement,1,680_A
574_B,19.11,20,1,Appartement,1,681_A
575_B,24.92,33,2,Appartement,1,682_A
576_B,16.54,16,1,Appartement,1,683_A
577_B,172.21,158,5,Appartement,1,684_A
578_B,36.11,34,1,Appartement,1,685_A
579_B,46.34,46,3,Appartement,1,686_A
580_B,17.05,17,1,Appartement,1,687_A
581_B,131.09,127,4,Appartement,2,688_A
582_B,53.84,55,3,Appartement,1,689_A
583_B,31.2,40,2,Appartement,1,690_A
584_B,106.78,83,3,Maison,1,691_A
585_B,86.82,87,3,Appartement,2,692_A
586_B,23.13,22,1,Appartement,1,693_A
587_B,78.01,75,3,Appartement,1,694_A
588_B,38.29,34,2,Appartement,2,695_A
588_B,38.29,34,2,Appartement,2,696_A
589_B,45.51,45,4,Appartement,1,697_A
590_B,33.27,36,2,Appartement,1,698_A
591_B,81.04,86,4,Appartement,2,699_A
592_B,26.51,36,1,Appartement,1,700_A
593_B,73.71,71,5,Appartement,1,701_A
594_B,22.24,23,1,Appartement,1,702_A
595_B,44.01,44,2,Appartement,1,703_A
596_B,25.75,25,2,Appartement,1,704_A
597_B,66.41,66,4,Appartement,1,705_A
598_B,68.39,75,3,Appartement,1,706_A
599_B,154.0,130,5,Appartement,2,707_A
600_B,81.26,81,3,Appartement,1,708_A
601_B,54.03,55,2,Appartement,2,709_A
602_B,34.81,36,2,Appartement,1,710_A
603_B,48.02,52,2,Appartement,2,711_A
604_B,27.57,30,2,Appartement,1,712_A
747_B,43.08,30,2,Appartement,1,712_A
751_B,26.08,33,2,Appartement,1,712_A
605_B,44.15,42,3,Appartement,1,713_A
606_B,82.1,95,3,Appartement,1,714_A
607_B,34.65,35,2,Appartement,1,715_A
675_B,32.6,31,2,Appartement,1,715_A
608_B,37.1,34,2,Appartement,1,716_A
609_B,53.08,52,2,Appartement,1,717_A
740_B,39.79,33,1,Appartement,1,717_A
610_B,13.55,14,1,Appartement,1,718_A
611_B,60.77,59,4,Appartement,1,719_A
613_B,95.59,78,3,Appartement,1,720_A
614_B,26.41,25,2,Appartement,1,721_A
615_B,60.32,56,2,Appartement,1,722_A
616_B,42.14,46,2,Appartement,1,723_A
617_B,88.1,86,3,Appartement,2,724_A
618_B,69.7,61,3,Appartement,1,725_A
619_B,104.48,100,4,Appartement,3,726_A
620_B,44.49,25,1,Appartement,2,727_A
621_B,26.55,26,1,Appartement,1,728_A
622_B,76.2,76,4,Appartement,1,729_A
623_B,26.67,26,1,Appartement,1,730_A
624_B,38.1,46,2,Appartement,1,731_A
624_B,38.1,46,2,Appartement,1,732_A
625_B,265.26,253,5,Appartement,1,733_A
626_B,80.6,35,3,Appartement,1,734_A
627_B,22.08,21,1,Appartement,1,735_A
628_B,44.36,43,2,Appartement,1,736_A
629_B,56.1,57,4,Appartement,1,737_A
630_B,55.11,55,3,Appartement,1,738_A
631_B,49.73,52,2,Appartement,1,739_A
633_B,64.63,63,3,Maison,1,741_A
634_B,72.8,68,3,Appartement,1,742_A
704_B,69.59,68,3,Appartement,1,742_A
635_B,42.24,41,2,Appartement,1,743_A
636_B,44.77,46,2,Appartement,1,744_A
637_B,91.0,90,3,Appartement,1,745_A
638_B,42.9,43,1,Appartement,1,746_A
639_B,51.15,51,2,Appartement,2,747_A
639_B,51.15,51,2,Appartement,2,748_A
640_B,78.87,85,3,Appartement,2,749_A
641_B,15.24,19,1,Appartement,1,750_A
642_B,220.02,209,7,Appartement,2,751_A
643_B,271.58,25,1,Appartement,1,752_A
644_B,22.75,25,1,Appartement,1,753_A
645_B,35.87,36,2,Appartement,1,754_A
645_B,35.87,36,2,Appartement,1,755_A
646_B,131.19,100,4,Appartement,1,756_A
647_B,110.6,118,4,Appartement,3,757_A
648_B,50.32,53,2,Appartement,1,758_A
649_B,33.33,33,2,Appartement,1,759_A
650_B,63.6,72,4,Maison,1,760_A
651_B,19.39,19,1,Appartement,1,761_A
651_B,19.39,19,1,Appartement,1,762_A
652_B,9.82,10,1,Appartement,1,763_A
652_B,9.82,10,1,Appartement,1,764_A
33366_B,53.15,52,2,Appartement,2,764_A
653_B,51.5,50,2,Appartement,1,765_A
654_B,185.05,90,3,Appartement,1,766_A
655_B,60.13,49,2,Appartement,1,767_A
656_B,45.0,45,2,Appartement,1,768_A
656_B,45.0,45,2,Appartement,1,769_A
657_B,55.86,63,2,Appartement,1,770_A
658_B,90.53,86,4,Appartement,1,771_A
659_B,80.27,82,4,Appartement,2,772_A
660_B,34.93,36,2,Appartement,1,773_A
661_B,44.12,45,2,Appartement,1,774_A
661_B,44.12,45,2,Appartement,1,775_A
662_B,6.67,15,1,Appartement,1,776_A
663_B,15.9,15,1,Appartement,1,776_A
664_B,26.2,26,1,Appartement,2,778_A
664_B,26.2,26,1,Appartement,2,779_A
665_B,34.39,34,1,Appartement,2,780_A
666_B,115.22,120,4,Appartement,1,781_A
667_B,37.98,40,1,Appartement,2,782_A
668_B,80.71,84,4,Appartement,1,783_A
755_B,50.01,51,2,Appartement,1,783_A
669_B,109.5,113,5,Appartement,2,784_A
670_B,77.62,39,2,Appartement,1,785_A
671_B,41.24,30,2,Appartement,1,786_A
672_B,62.5,82,4,Appartement,1,787_A
673_B,50.04,60,3,Appartement,1,788_A
674_B,89.66,88,4,Appartement,1,789_A
675_B,32.6,31,2,Appartement,1,791_A
676_B,66.35,66,3,Appartement,1,792_A
677_B,91.17,100,5,Appartement,2,793_A
678_B,56.89,56,3,Appartement,2,794_A
678_B,56.89,56,3,Appartement,2,795_A
679_B,89.5,86,3,Appartement,2,796_A
680_B,44.11,44,3,Appartement,2,797_A
681_B,33.04,60,3,Appartement,1,798_A
682_B,26.05,25,1,Appartement,1,799_A
683_B,18.69,21,1,Appartement,1,800_A
684_B,34.33,33,1,Appartement,2,801_A
685_B,36.55,36,2,Appartement,1,802_A
685_B,36.55,36,2,Appartement,1,803_A
686_B,38.58,38,2,Appartement,1,804_A
687_B,40.75,41,2,Appartement,1,805_A
688_B,53.19,57,3,Appartement,1,806_A
689_B,61.35,65,3,Appartement,1,807_A
690_B,74.62,66,3,Appartement,1,808_A
691_B,56.19,60,2,Appartement,1,809_A
692_B,98.18,85,3,Appartement,1,810_A
693_B,38.82,35,3,Appartement,1,811_A
694_B,14.35,14,1,Appartement,1,812_A
695_B,41.36,39,2,Appartement,1,813_A
696_B,150.36,153,5,Appartement,2,814_A
697_B,18.18,17,1,Appartement,1,815_A
698_B,18.81,20,1,Appartement,1,816_A
698_B,18.81,20,1,Appartement,1,817_A
699_B,32.24,32,1,Appartement,2,818_A
700_B,164.4,30,1,Appartement,1,819_A
701_B,89.27,91,4,Appartement,1,820_A
702_B,86.05,85,4,Appartement,1,821_A
703_B,64.2,64,3,Appartement,1,822_A
703_B,64.2,64,3,Appartement,1,823_A
703_B,64.2,64,3,Appartement,1,824_A
703_B,64.2,64,3,Appartement,1,825_A
705_B,52.32,57,4,Appartement,1,827_A
706_B,75.25,73,2,Appartement,2,828_A
707_B,57.1,44,3,Appartement,1,829_A
708_B,35.02,33,2,Appartement,2,830_A
709_B,114.02,127,5,Appartement,1,831_A
710_B,58.27,55,3,Appartement,1,832_A
711_B,142.86,141,3,Appartement,1,833_A
712_B,34.02,34,2,Appartement,1,834_A
713_B,59.25,53,2,Appartement,1,835_A
714_B,26.75,32,2,Appartement,1,836_A
718_B,22.24,32,2,Appartement,1,836_A
715_B,56.05,46,2,Appartement,2,837_A
716_B,51.15,69,2,Appartement,1,838_A
717_B,27.03,34,1,Appartement,1,839_A
719_B,140.7,150,4,Appartement,2,841_A
720_B,35.5,40,1,Appartement,1,842_A
721_B,68.6,61,3,Appartement,1,843_A
722_B,73.07,85,3,Appartement,1,844_A
723_B,53.37,55,2,Appartement,2,845_A
724_B,83.52,68,4,Appartement,1,846_A
725_B,109.0,87,4,Maison,1,847_A
726_B,125.28,120,5,Appartement,2,848_A
727_B,53.72,57,2,Appartement,2,849_A
728_B,41.51,47,2,Appartement,1,850_A
729_B,60.34,59,3,Appartement,1,851_A
730_B,25.49,26,1,Appartement,1,852_A
731_B,74.41,70,3,Appartement,2,853_A
732_B,17.55,17,1,Appartement,1,854_A
732_B,17.55,17,1,Appartement,1,855_A
733_B,36.22,35,3,Appartement,1,856_A
734_B,28.89,30,1,Appartement,1,857_A
735_B,56.32,60,3,Appartement,1,858_A
736_B,33.53,34,2,Appartement,1,859_A
737_B,27.0,200,7,Appartement,2,860_A
738_B,73.43,74,3,Appartement,2,861_A
739_B,16.8,16,1,Appartement,1,862_A
741_B,69.0,70,3,Appartement,3,864_A
742_B,41.01,41,3,Appartement,1,865_A
743_B,54.49,60,3,Appartement,2,866_A
744_B,41.27,42,2,Appartement,1,867_A
744_B,41.27,42,2,Appartement,1,868_A
745_B,23.04,23,1,Appartement,1,869_A
746_B,27.08,29,1,Appartement,1,870_A
748_B,55.32,55,3,Appartement,1,872_A
749_B,38.78,39,2,Appartement,1,873_A
750_B,47.35,40,2,Appartement,1,874_A
752_B,65.28,70,2,Appartement,2,876_A
753_B,288.59,277,6,Maison,1,877_A
754_B,21.83,20,1,Appartement,2,878_A
756_B,35.53,36,1,Appartement,2,880_A
757_B,117.5,123,4,Appartement,4,881_A
758_B,36.4,124,5,Appartement,5,882_A
759_B,26.0,20,1,Appartement,1,883_A
760_B,42.26,32,2,Appartement,2,884_A
761_B,85.71,84,2,Appartement,2,885_A
762_B,38.03,40,1,Appartement,1,886_A
763_B,91.41,91,5,Appartement,2,887_A
764_B,84.01,83,3,Appartement,1,888_A
765_B,23.74,24,1,Appartement,2,889_A
766_B,18.74,18,1,Appartement,1,890_A
766_B,18.74,18,1,Appartement,1,891_A
767_B,32.47,16,1,Appartement,1,892_A
768_B,67.18,67,3,Appartement,1,893_A
769_B,99.84,102,5,Maison,1,894_A
770_B,16.13,25,1,Appartement,1,895_A
771_B,31.43,45,2,Appartement,1,896_A
772_B,52.8,42,1,Appartement,2,897_A
773_B,47.5,62,3,Appartement,1,898_A
774_B,96.39,96,5,Maison,1,899_A
930_B,93.3,87,4,Maison,1,899_A
775_B,107.24,107,4,Appartement,1,900_A
776_B,55.44,54,2,Appartement,2,901_A
777_B,91.23,90,4,Appartement,3,902_A
778_B,41.01,40,2,Appartement,1,903_A
778_B,41.01,40,2,Appartement,1,904_A
19006_B,77.94,78,4,Appartement,1,904_A
779_B,99.18,109,4,Appartement,1,905_A
780_B,67.08,67,3,Appartement,1,906_A
780_B,67.08,67,3,Appartement,1,907_A
781_B,46.81,47,2,Appartement,1,908_A
782_B,29.41,30,1,Appartement,1,909_A
783_B,20.6,20,1,Appartement,1,910_A
783_B,20.6,20,1,Appartement,1,911_A
783_B,20.6,20,1,Appartement,1,912_A
783_B,20.6,20,1,Appartement,1,913_A
784_B,72.3,92,4,Appartement,3,914_A
785_B,29.02,29,1,Appartement,2,915_A
785_B,29.02,29,1,Appartement,2,916_A
786_B,64.61,71,3,Appartement,1,917_A
787_B,61.8,62,3,Appartement,2,918_A
787_B,61.8,62,3,Appartement,2,919_A
788_B,136.68,123,6,Appartement,2,920_A
789_B,75.47,80,3,Appartement,2,921_A
790_B,36.54,35,1,Appartement,1,922_A
791_B,29.72,24,2,Appartement,1,923_A
792_B,44.39,45,2,Appartement,1,924_A
946_B,50.12,43,2,Appartement,1,924_A
792_B,44.39,45,2,Appartement,1,925_A
793_B,27.0,28,1,Appartement,2,926_A
794_B,100.56,102,5,Maison,1,927_A
795_B,30.05,26,2,Appartement,1,928_A
796_B,17.04,18,1,Appartement,1,929_A
797_B,20.85,22,1,Appartement,1,930_A
798_B,34.51,34,2,Appartement,1,931_A
924_B,26.14,25,1,Appartement,1,931_A
799_B,68.36,69,3,Appartement,2,932_A
800_B,68.43,68,3,Appartement,1,933_A
801_B,31.61,31,1,Appartement,1,934_A
801_B,31.61,31,1,Appartement,1,935_A
801_B,31.61,31,1,Appartement,1,936_A
802_B,20.0,20,1,Appartement,1,937_A
802_B,20.0,20,1,Appartement,1,938_A
802_B,20.0,20,1,Appartement,1,939_A
8121_B,23.35,23,1,Appartement,1,939_A
8122_B,32.39,33,2,Appartement,1,939_A
8123_B,22.73,23,1,Appartement,1,939_A
802_B,20.0,20,1,Appartement,1,940_A
12298_B,41.52,40,2,Appartement,1,940_A
802_B,20.0,20,1,Appartement,1,942_A
3905_B,20.06,20,1,Appartement,1,942_A
802_B,20.0,20,1,Appartement,1,943_A
802_B,20.0,20,1,Appartement,1,944_A
803_B,28.71,27,1,Appartement,1,945_A
885_B,42.07,41,2,Appartement,1,945_A
804_B,48.52,47,2,Appartement,1,946_A
805_B,21.55,22,1,Appartement,1,947_A
805_B,21.55,22,1,Appartement,1,948_A
6328_B,70.47,68,4,Appartement,1,948_A
6352_B,21.74,22,1,Appartement,1,948_A
6685_B,73.25,68,4,Appartement,1,948_A
805_B,21.55,22,1,Appartement,1,949_A
805_B,21.55,22,1,Appartement,1,950_A
806_B,17.25,13,1,Appartement,1,951_A
807_B,44.36,69,2,Appartement,1,952_A
808_B,98.81,99,4,Appartement,1,953_A
809_B,15.85,16,1,Appartement,1,954_A
810_B,24.3,23,1,Appartement,1,955_A
811_B,46.69,46,2,Appartement,1,956_A
812_B,66.48,67,3,Appartement,1,957_A
813_B,15.85,17,1,Appartement,1,958_A
813_B,15.85,17,1,Appartement,1,959_A
814_B,71.85,65,3,Appartement,2,960_A
815_B,137.53,135,5,Appartement,1,961_A
816_B,55.77,56,2,Appartement,1,962_A
817_B,67.6,65,3,Appartement,2,963_A
818_B,42.7,44,2,Appartement,1,964_A
819_B,20.18,20,1,Appartement,1,965_A
932_B,20.5,20,1,Appartement,1,965_A
952_B,26.02,26,1,Appartement,1,965_A
819_B,20.18,20,1,Appartement,1,966_A
819_B,20.18,20,1,Appartement,1,967_A
28375_B,18.58,20,1,Appartement,1,967_A
28446_B,19.5,19,1,Appartement,1,967_A
820_B,66.3,65,3,Appartement,1,968_A
832_B,77.11,78,4,Appartement,1,968_A
941_B,52.22,54,2,Appartement,1,968_A
821_B,21.01,21,1,Appartement,1,969_A
875_B,27.01,27,1,Appartement,1,969_A
822_B,42.01,43,2,Appartement,2,970_A
823_B,88.56,68,4,Appartement,2,971_A
824_B,24.7,24,1,Appartement,1,972_A
824_B,24.7,24,1,Appartement,1,973_A
825_B,36.43,36,1,Appartement,1,974_A
826_B,112.42,120,5,Appartement,1,975_A
853_B,43.68,45,1,Appartement,1,975_A
827_B,31.18,30,1,Appartement,2,976_A
828_B,104.93,122,3,Appartement,1,977_A
828_B,104.93,122,3,Appartement,1,977_A
829_B,46.03,48,2,Appartement,1,979_A
830_B,76.15,68,4,Appartement,2,980_A
831_B,89.07,86,4,Appartement,1,981_A
834_B,28.34,28,1,Appartement,1,983_A
834_B,28.34,28,1,Appartement,1,984_A
1972_B,50.3,50,2,Appartement,1,984_A
2810_B,64.1,64,3,Appartement,1,984_A
18133_B,35.08,36,1,Appartement,1,984_A
18139_B,46.8,46,2,Appartement,1,984_A
834_B,28.34,28,1,Appartement,1,985_A
835_B,82.41,84,4,Maison,1,986_A
836_B,59.27,60,2,Appartement,2,987_A
889_B,75.41,76,3,Appartement,2,987_A
837_B,61.06,66,3,Appartement,1,988_A
838_B,157.49,154,5,Appartement,1,989_A
839_B,70.42,68,4,Appartement,1,990_A
840_B,54.75,36,2,Maison,1,991_A
841_B,69.16,78,3,Appartement,2,992_A
842_B,17.08,20,1,Appartement,1,993_A
842_B,17.08,20,1,Appartement,1,994_A
843_B,50.17,51,2,Appartement,2,995_A
897_B,80.13,80,3,Appartement,2,995_A
844_B,59.55,56,2,Appartement,1,996_A
845_B,80.69,80,4,Appartement,2,997_A
846_B,66.62,68,3,Appartement,2,998_A
847_B,57.81,55,3,Appartement,2,999_A
848_B,45.01,46,2,Appartement,1,1000_A
849_B,23.4,22,1,Appartement,1,1001_A
900_B,23.32,22,1,Appartement,1,1001_A
849_B,23.4,22,1,Appartement,1,1002_A
850_B,40.74,40,2,Appartement,2,1003_A
850_B,40.74,40,2,Appartement,2,1004_A
851_B,73.6,78,4,Appartement,1,1005_A
852_B,77.09,76,4,Appartement,2,1006_A
854_B,13.71,16,1,Appartement,1,1008_A
879_B,16.41,22,1,Appartement,1,1008_A
911_B,18.29,20,1,Appartement,1,1008_A
855_B,41.39,40,2,Appartement,2,1009_A
856_B,43.5,41,2,Maison,1,1010_A
857_B,73.09,73,4,Appartement,1,1011_A
858_B,73.67,76,3,Maison,2,1012_A
859_B,26.5,20,1,Appartement,1,1013_A
860_B,102.4,95,4,Maison,1,1014_A
861_B,20.41,20,1,Appartement,2,1015_A
861_B,20.41,20,1,Appartement,2,1016_A
862_B,35.16,36,1,Appartement,1,1017_A
863_B,55.39,54,3,Appartement,2,1018_A
864_B,76.55,76,3,Appartement,1,1019_A
865_B,34.49,34,2,Appartement,1,1020_A
940_B,76.92,75,3,Appartement,1,1020_A
866_B,42.12,42,2,Appartement,2,1021_A
867_B,29.31,32,2,Appartement,1,1022_A
868_B,104.68,107,4,Maison,1,1023_A
869_B,23.61,25,1,Appartement,1,1024_A
870_B,99.54,100,4,Maison,1,1025_A
871_B,84.63,83,4,Maison,1,1026_A
872_B,86.0,86,4,Appartement,1,1027_A
872_B,86.0,86,4,Appartement,1,1028_A
872_B,86.0,86,4,Appartement,1,1029_A
26610_B,61.28,62,3,Appartement,1,1029_A
873_B,80.62,80,3,Appartement,2,1030_A
874_B,78.41,78,4,Appartement,2,1031_A
875_B,27.01,27,1,Appartement,1,1033_A
1092_B,33.88,34,2,Appartement,2,1033_A
876_B,42.23,41,1,Appartement,1,1034_A
877_B,23.13,24,1,Appartement,2,1035_A
878_B,39.45,42,3,Appartement,1,1036_A
880_B,64.04,63,4,Appartement,2,1038_A
899_B,54.44,53,3,Appartement,2,1038_A
917_B,52.19,53,3,Appartement,2,1038_A
929_B,74.96,74,5,Appartement,2,1038_A
943_B,63.45,63,4,Appartement,2,1038_A
881_B,73.61,74,3,Appartement,2,1039_A
882_B,95.07,95,4,Appartement,1,1040_A
883_B,19.51,19,1,Appartement,1,1041_A
883_B,19.51,19,1,Appartement,1,1042_A
883_B,19.51,19,1,Appartement,1,1043_A
884_B,36.04,37,1,Appartement,1,1044_A
886_B,150.0,48,3,Appartement,1,1046_A
887_B,75.37,78,4,Appartement,1,1047_A
888_B,58.1,36,1,Appartement,2,1048_A
890_B,60.26,70,3,Appartement,1,1050_A
891_B,38.7,38,3,Appartement,1,1051_A
892_B,25.68,26,2,Appartement,1,1052_A
892_B,25.68,26,2,Appartement,1,1053_A
893_B,23.11,19,1,Appartement,1,1054_A
894_B,44.29,44,2,Appartement,1,1055_A
895_B,22.96,23,2,Appartement,1,1056_A
896_B,36.73,42,2,Appartement,1,1057_A
898_B,75.71,75,3,Appartement,1,1059_A
901_B,54.27,52,2,Appartement,1,1062_A
902_B,25.13,17,1,Appartement,1,1063_A
903_B,24.16,27,1,Appartement,1,1064_A
904_B,51.18,51,2,Appartement,1,1065_A
905_B,41.09,41,2,Appartement,1,1066_A
908_B,31.03,31,1,Appartement,1,1066_A
905_B,41.09,41,2,Appartement,1,1067_A
905_B,41.09,41,2,Appartement,1,1068_A
906_B,95.69,95,4,Appartement,1,1069_A
907_B,57.92,59,2,Appartement,1,1070_A
908_B,31.03,31,1,Appartement,1,1072_A
909_B,22.01,21,1,Appartement,2,1073_A
910_B,171.05,176,5,Appartement,1,1074_A
912_B,35.3,36,2,Appartement,1,1076_A
912_B,35.3,36,2,Appartement,1,1077_A
913_B,72.05,72,3,Appartement,1,1078_A
914_B,47.59,47,2,Appartement,1,1079_A
914_B,47.59,47,2,Appartement,1,1080_A
13767_B,54.77,55,3,Appartement,1,1080_A
915_B,60.79,58,3,Appartement,2,1081_A
916_B,82.52,82,3,Appartement,1,1082_A
918_B,38.46,40,2,Appartement,2,1084_A
919_B,32.2,32,1,Appartement,2,1085_A
920_B,49.04,52,2,Appartement,1,1086_A
921_B,71.59,69,3,Appartement,1,1087_A
922_B,55.1,57,2,Appartement,2,1088_A
923_B,54.06,57,1,Appartement,1,1089_A
925_B,22.49,24,1,Appartement,2,1091_A
926_B,46.48,46,2,Appartement,1,1092_A
927_B,80.18,80,4,Appartement,1,1093_A
928_B,54.09,54,3,Appartement,1,1094_A
928_B,54.09,54,3,Appartement,1,1095_A
931_B,49.76,49,2,Appartement,1,1098_A
932_B,20.5,20,1,Appartement,1,1100_A
932_B,20.5,20,1,Appartement,1,1101_A
28745_B,30.0,30,1,Appartement,1,1101_A
933_B,49.41,49,2,Appartement,2,1102_A
934_B,79.8,77,3,Appartement,1,1103_A
935_B,68.95,67,3,Appartement,1,1104_A
936_B,62.93,63,3,Appartement,1,1105_A
937_B,30.63,30,1,Appartement,1,1106_A
938_B,62.98,62,3,Appartement,2,1107_A
939_B,32.0,31,1,Appartement,2,1108_A
942_B,9.81,22,2,Appartement,1,1111_A
944_B,68.02,67,3,Appartement,1,1113_A
944_B,68.02,67,3,Appartement,1,1114_A
945_B,26.2,25,1,Appartement,1,1115_A
947_B,35.8,37,1,Appartement,1,1117_A
948_B,32.03,20,2,Appartement,1,1118_A
949_B,21.01,20,1,Appartement,1,1119_A
949_B,21.01,20,1,Appartement,1,1120_A
950_B,78.01,80,3,Appartement,2,1121_A
951_B,38.69,36,2,Appartement,1,1122_A
951_B,38.69,36,2,Appartement,1,1123_A
952_B,26.02,26,1,Appartement,1,1125_A
5598_B,17.88,18,1,Appartement,1,1125_A
953_B,51.39,42,2,Appartement,2,1126_A
954_B,54.22,72,3,Appartement,1,1127_A
955_B,29.16,28,1,Appartement,2,1128_A
956_B,54.34,57,2,Appartement,1,1129_A
1072_B,77.6,83,3,Appartement,1,1129_A
957_B,83.72,81,3,Appartement,2,1130_A
966_B,44.05,45,3,Appartement,2,1130_A
958_B,27.8,32,1,Appartement,1,1131_A
1093_B,28.26,32,1,Appartement,1,1131_A
959_B,29.82,32,2,Appartement,1,1132_A
960_B,88.39,89,3,Appartement,1,1133_A
1138_B,35.03,34,1,Appartement,1,1133_A
961_B,49.42,48,2,Appartement,2,1134_A
962_B,98.5,110,3,Appartement,2,1135_A
963_B,29.0,29,1,Appartement,1,1136_A
963_B,29.0,29,1,Appartement,1,1137_A
3218_B,46.02,46,2,Appartement,1,1137_A
963_B,29.0,29,1,Appartement,1,1138_A
963_B,29.0,29,1,Appartement,1,1139_A
964_B,47.42,47,2,Appartement,1,1140_A
