key_B,surface_carrez_lot1,surface_bati,nb_pieces,type_local,nb_lots,key_A
16317_B,28.87,35,1,Appartement,2,17695_A
16318_B,35.64,38,2,Appartement,1,17696_A
16319_B,28.3,29,1,Appartement,1,17697_A
16326_B,35.6,47,3,Appartement,1,17697_A
16320_B,40.76,35,2,Appartement,2,17698_A
16321_B,47.22,47,2,Appartement,2,17699_A
16322_B,77.58,81,4,Appartement,2,17700_A
16323_B,15.65,20,1,Appartement,1,17701_A
16324_B,40.06,53,1,Appartement,3,17702_A
16325_B,32.0,37,2,Appartement,1,17703_A
16327_B,82.17,83,3,Appartement,1,17705_A
16328_B,39.3,39,2,Appartement,2,17706_A
16328_B,39.3,39,2,Appartement,2,17707_A
16329_B,25.25,28,1,Appartement,1,17708_A
16330_B,42.16,45,2,Appartement,1,17708_A
16333_B,27.77,28,1,Appartement,1,17708_A
16331_B,57.27,58,3,Appartement,2,17710_A
16355_B,65.32,67,4,Appartement,2,17710_A
16332_B,43.32,42,2,Appartement,1,17711_A
16334_B,79.82,77,4,Appartement,1,17713_A
16335_B,16.27,35,1,Appartement,1,17714_A
16336_B,59.4,58,2,Appartement,2,17715_A
16337_B,56.55,56,2,Appartement,2,17716_A
16338_B,43.55,42,2,Appartement,2,17717_A
16339_B,88.93,80,3,Appartement,1,17718_A
16340_B,19.88,17,1,Appartement,1,17719_A
16341_B,68.4,68,4,Appartement,1,17720_A
16344_B,46.32,43,2,Appartement,2,17721_A
16346_B,42.02,42,2,Appartement,2,17722_A
16347_B,83.9,85,4,Appartement,1,17723_A
16348_B,39.83,40,2,Appartement,1,17725_A
16349_B,91.03,87,4,Appartement,1,17726_A
16350_B,20.5,21,2,Appartement,1,17727_A
16350_B,20.5,21,2,Appartement,1,17728_A
16351_B,64.0,63,3,Appartement,1,17729_A
16351_B,64.0,63,3,Appartement,1,17730_A
16352_B,88.46,92,5,Appartement,2,17731_A
16353_B,60.97,58,3,Appartement,2,17732_A
16354_B,21.78,22,1,Appartement,1,17733_A
16356_B,55.47,57,3,Appartement,2,17735_A
16357_B,58.07,54,2,Appartement,1,17736_A
16358_B,64.62,64,3,Appartement,2,17737_A
16359_B,25.79,24,1,Appartement,1,17738_A
16359_B,25.79,24,1,Appartement,1,17739_A
19121_B,21.2,22,1,Appartement,1,17739_A
23533_B,35.07,32,1,Appartement,1,17739_A
16360_B,49.0,57,3,Maison,1,17740_A
16361_B,121.83,121,4,Appartement,1,17741_A
16362_B,62.73,64,4,Maison,1,17742_A
16363_B,89.15,87,4,Appartement,2,17743_A
16364_B,108.22,108,3,Appartement,2,17744_A
16365_B,106.1,104,5,Maison,1,17745_A
16366_B,61.52,59,4,Appartement,2,17746_A
16367_B,39.8,39,2,Appartement,1,17747_A
16367_B,39.8,39,2,Appartement,1,17748_A
18874_B,22.69,22,1,Appartement,1,17748_A
16367_B,39.8,39,2,Appartement,1,17749_A
16368_B,81.75,88,4,Appartement,1,17750_A
16369_B,35.85,32,2,Appartement,1,17751_A
16370_B,34.64,42,2,Appartement,1,17752_A
16371_B,41.61,41,2,Appartement,1,17753_A
16372_B,29.49,29,1,Appartement,1,17754_A
16372_B,29.49,29,1,Appartement,1,17755_A
24092_B,53.22,58,3,Appartement,1,17755_A
24136_B,23.73,27,1,Appartement,1,17755_A
16374_B,44.51,44,2,Appartement,1,17756_A
16375_B,17.5,42,2,Appartement,2,17757_A
16376_B,47.6,47,3,Appartement,1,17758_A
16379_B,85.38,82,5,Appartement,3,17760_A
16380_B,17.04,25,1,Appartement,1,17761_A
16381_B,68.6,67,4,Appartement,2,17762_A
16381_B,68.6,67,4,Appartement,2,17763_A
16382_B,38.3,37,2,Appartement,1,17764_A
16383_B,50.07,50,2,Appartement,1,17765_A
16384_B,114.3,96,4,Appartement,1,17766_A
16385_B,70.0,62,3,Appartement,1,17767_A
16386_B,84.2,84,3,Appartement,2,17768_A
16387_B,60.1,50,3,Appartement,2,17769_A
16388_B,53.21,58,3,Appartement,1,17770_A
16389_B,14.42,19,1,Appartement,1,17771_A
16390_B,74.13,71,3,Appartement,2,17772_A
16391_B,69.0,75,3,Appartement,2,17773_A
16392_B,53.86,54,2,Appartement,2,17774_A
16393_B,44.81,44,2,Appartement,2,17775_A
16395_B,41.05,42,2,Appartement,1,17778_A
16396_B,27.01,26,1,Appartement,2,17779_A
16493_B,67.81,80,4,Appartement,2,17779_A
16396_B,27.01,26,1,Appartement,2,17780_A
16397_B,61.47,71,2,Appartement,1,17781_A
16398_B,45.49,44,2,Appartement,1,17782_A
16399_B,150.5,135,6,Appartement,3,17783_A
16400_B,24.83,21,1,Appartement,3,17784_A
16401_B,53.08,53,3,Appartement,2,17785_A
16401_B,53.08,53,3,Appartement,2,17786_A
16402_B,38.8,92,4,Appartement,2,17787_A
16403_B,137.41,160,9,Maison,10,17788_A
16404_B,75.59,40,3,Appartement,2,17789_A
16405_B,82.09,80,4,Maison,2,17790_A
16406_B,65.64,39,3,Appartement,1,17791_A
16407_B,84.27,84,4,Appartement,2,17792_A
16408_B,61.49,60,3,Appartement,1,17793_A
16409_B,70.95,77,3,Appartement,1,17794_A
16410_B,53.21,56,3,Appartement,2,17795_A
16411_B,19.5,18,1,Appartement,1,17796_A
16411_B,19.5,18,1,Appartement,1,17797_A
16412_B,84.66,85,4,Appartement,1,17798_A
16413_B,58.4,63,3,Appartement,1,17799_A
16414_B,70.95,70,3,Appartement,2,17800_A
16415_B,37.66,73,3,Appartement,2,17801_A
16498_B,5.25,67,3,Appartement,3,17801_A
16416_B,18.94,22,1,Appartement,2,17802_A
16417_B,147.9,18,1,Appartement,1,17803_A
16418_B,65.33,63,3,Appartement,1,17804_A
16419_B,39.39,39,2,Appartement,3,17805_A
16420_B,84.46,84,4,Appartement,1,17806_A
16420_B,84.46,84,4,Appartement,1,17807_A
16421_B,102.85,102,3,Appartement,4,17808_A
16422_B,67.73,67,2,Appartement,2,17809_A
16423_B,37.9,45,2,Appartement,1,17810_A
16425_B,59.4,59,3,Appartement,2,17811_A
16426_B,79.01,79,4,Appartement,1,17812_A
16427_B,108.77,105,6,Maison,1,17813_A
16428_B,151.54,130,5,Maison,1,17814_A
16430_B,23.38,25,1,Appartement,1,17815_A
16432_B,43.2,43,3,Appartement,1,17816_A
16433_B,45.3,42,2,Appartement,1,17817_A
16434_B,60.85,54,1,Appartement,2,17818_A
16435_B,101.37,123,4,Maison,1,17819_A
16436_B,92.5,56,3,Appartement,1,17820_A
16437_B,31.85,31,2,Appartement,1,17821_A
16438_B,18.1,34,1,Appartement,1,17822_A
16439_B,91.5,89,4,Appartement,1,17823_A
16440_B,74.95,75,3,Appartement,2,17824_A
16441_B,101.0,102,4,Appartement,1,17825_A
16444_B,85.94,85,4,Appartement,2,17827_A
16445_B,36.66,37,2,Appartement,1,17828_A
16446_B,60.59,60,3,Appartement,1,17830_A
16446_B,60.59,60,3,Appartement,1,17831_A
16446_B,60.59,60,3,Appartement,1,17832_A
16447_B,72.58,71,3,Appartement,1,17833_A
16449_B,114.17,120,3,Maison,2,17834_A
16450_B,85.6,87,3,Appartement,2,17835_A
16479_B,147.4,148,7,Appartement,2,17835_A
16451_B,34.32,35,2,Appartement,1,17836_A
16452_B,82.35,70,2,Appartement,1,17837_A
16453_B,45.34,45,2,Appartement,1,17838_A
16454_B,60.64,62,2,Appartement,2,17839_A
16455_B,175.38,115,5,Maison,1,17840_A
16456_B,33.42,32,2,Appartement,1,17841_A
16457_B,115.1,112,4,Appartement,2,17842_A
16458_B,78.99,83,4,Appartement,3,17843_A
16459_B,56.92,47,2,Appartement,1,17844_A
16460_B,80.4,80,3,Appartement,1,17845_A
16461_B,45.25,60,2,Appartement,2,17846_A
16462_B,84.6,53,2,Appartement,1,17847_A
16463_B,86.01,55,3,Appartement,1,17848_A
16464_B,61.01,59,3,Appartement,1,17849_A
16465_B,42.41,45,2,Appartement,2,17850_A
16466_B,75.39,76,3,Appartement,2,17851_A
16468_B,91.13,97,3,Appartement,2,17851_A
16467_B,44.53,48,3,Appartement,1,17852_A
16470_B,53.86,54,2,Appartement,1,17854_A
16471_B,37.13,37,2,Appartement,1,17855_A
16472_B,69.39,69,3,Appartement,1,17856_A
16473_B,67.81,68,3,Appartement,1,17857_A
16474_B,21.96,21,1,Appartement,1,17858_A
16475_B,80.45,82,4,Appartement,2,17859_A
16476_B,75.37,64,4,Appartement,1,17860_A
16477_B,20.78,20,1,Appartement,1,17861_A
16478_B,88.08,86,4,Appartement,3,17862_A
16480_B,56.76,57,3,Appartement,1,17864_A
16481_B,72.69,71,3,Appartement,1,17865_A
16482_B,24.4,21,1,Appartement,1,17866_A
16483_B,25.36,24,1,Appartement,3,17867_A
16484_B,81.87,95,4,Appartement,2,17868_A
16485_B,93.72,92,5,Appartement,1,17869_A
16486_B,66.2,67,4,Appartement,2,17870_A
16487_B,17.6,18,1,Appartement,1,17871_A
16488_B,64.61,64,3,Appartement,2,17873_A
16489_B,83.07,87,4,Appartement,2,17874_A
16492_B,32.92,34,2,Appartement,1,17876_A
16494_B,51.57,52,1,Appartement,1,17878_A
16495_B,68.02,67,2,Appartement,2,17879_A
16496_B,41.7,45,2,Appartement,1,17880_A
16497_B,115.3,118,5,Appartement,1,17881_A
16499_B,105.91,105,3,Appartement,2,17883_A
16500_B,20.95,21,1,Appartement,1,17884_A
16500_B,20.95,21,1,Appartement,1,17885_A
20350_B,15.86,15,1,Appartement,1,17885_A
16503_B,26.06,26,1,Appartement,1,17886_A
16505_B,49.9,50,2,Appartement,1,17889_A
16506_B,46.2,46,3,Appartement,2,17890_A
16507_B,45.6,46,2,Appartement,1,17891_A
16508_B,53.66,54,2,Appartement,3,17892_A
16509_B,45.84,30,1,Appartement,2,17893_A
16510_B,58.04,60,3,Appartement,3,17894_A
16568_B,5.0,44,2,Appartement,3,17894_A
16511_B,58.4,56,2,Appartement,1,17895_A
16512_B,58.8,59,3,Appartement,1,17896_A
16512_B,58.8,59,3,Appartement,1,17897_A
16512_B,58.8,59,3,Appartement,1,17898_A
16513_B,59.36,37,2,Maison,4,17899_A
16515_B,49.06,53,2,Appartement,1,17900_A
16516_B,131.8,113,4,Maison,3,17901_A
16517_B,61.31,43,3,Maison,1,17902_A
16518_B,95.0,59,4,Maison,1,17903_A
16519_B,90.87,91,3,Appartement,1,17904_A
16520_B,149.15,143,4,Appartement,2,17905_A
16529_B,98.8,93,3,Appartement,1,17905_A
16521_B,89.28,89,3,Appartement,3,17906_A
16522_B,64.02,45,2,Maison,1,17907_A
16523_B,47.7,42,3,Appartement,1,17908_A
16524_B,64.18,65,3,Appartement,1,17909_A
16525_B,54.3,59,2,Appartement,2,17910_A
16526_B,79.96,80,4,Appartement,1,17911_A
16527_B,28.2,28,1,Appartement,2,17912_A
16528_B,85.76,87,4,Maison,1,17913_A
16530_B,45.91,52,3,Appartement,1,17915_A
16533_B,76.06,85,3,Appartement,1,17915_A
16531_B,83.01,85,4,Appartement,1,17916_A
16532_B,60.01,68,3,Appartement,2,17917_A
16534_B,62.79,63,3,Appartement,1,17919_A
16534_B,62.79,63,3,Appartement,1,17920_A
16535_B,89.75,89,3,Appartement,1,17921_A
16536_B,54.09,54,2,Appartement,2,17922_A
16536_B,54.09,54,2,Appartement,2,17923_A
16537_B,53.59,54,1,Appartement,1,17924_A
16538_B,47.5,47,2,Appartement,2,17925_A
16539_B,62.06,62,3,Appartement,2,17926_A
16541_B,56.08,56,2,Appartement,2,17927_A
16542_B,69.67,66,4,Appartement,1,17928_A
16543_B,98.84,65,3,Maison,1,17929_A
16544_B,37.31,39,2,Appartement,1,17930_A
16545_B,59.1,56,2,Appartement,2,17931_A
16547_B,23.92,23,1,Appartement,1,17932_A
16548_B,192.49,136,5,Appartement,1,17933_A
16549_B,61.61,63,3,Appartement,2,17934_A
16550_B,69.85,66,3,Appartement,1,17935_A
16551_B,56.21,54,3,Appartement,2,17936_A
16551_B,56.21,54,3,Appartement,2,17937_A
16552_B,30.74,30,1,Appartement,4,17938_A
16553_B,75.36,78,4,Appartement,2,17939_A
16554_B,130.7,78,4,Maison,1,17940_A
16555_B,76.69,75,5,Appartement,2,17941_A
16556_B,48.21,46,2,Appartement,2,17942_A
16556_B,48.21,46,2,Appartement,2,17943_A
16557_B,46.93,47,2,Appartement,2,17944_A
16558_B,52.49,51,3,Appartement,2,17945_A
16559_B,19.22,19,1,Appartement,1,17946_A
16560_B,70.23,68,4,Appartement,1,17947_A
16561_B,29.19,30,2,Appartement,1,17948_A
16561_B,29.19,30,2,Appartement,1,17949_A
16562_B,87.91,87,4,Appartement,1,17950_A
16563_B,106.62,81,4,Maison,1,17951_A
16564_B,54.0,54,3,Appartement,2,17952_A
16565_B,10.14,23,0,Maison,1,17953_A
16566_B,52.11,52,3,Maison,1,17954_A
16567_B,11.6,10,1,Maison,1,17955_A
16569_B,115.14,81,3,Maison,1,17957_A
16570_B,54.0,54,2,Appartement,1,17958_A
16572_B,86.9,95,4,Maison,1,17959_A
16573_B,50.98,51,2,Appartement,1,17960_A
16574_B,66.12,70,3,Appartement,1,17961_A
16585_B,87.88,66,3,Appartement,1,17961_A
16575_B,57.56,40,2,Appartement,1,17962_A
16576_B,23.98,25,1,Appartement,1,17963_A
16577_B,49.18,48,2,Appartement,2,17964_A
16578_B,28.56,30,2,Appartement,1,17965_A
16579_B,53.57,58,3,Maison,1,17966_A
16580_B,37.37,69,3,Appartement,1,17967_A
16581_B,96.21,95,3,Appartement,1,17968_A
16582_B,85.78,87,3,Appartement,2,17969_A
16583_B,46.0,42,2,Appartement,2,17970_A
16584_B,47.65,47,2,Appartement,2,17971_A
16586_B,48.3,48,2,Appartement,2,17973_A
16587_B,48.0,47,2,Appartement,2,17973_A
16588_B,50.76,51,2,Appartement,2,17975_A
16589_B,72.32,72,3,Appartement,3,17976_A
16590_B,51.31,52,2,Appartement,1,17977_A
16591_B,36.22,37,2,Appartement,2,17978_A
16592_B,53.0,42,2,Appartement,1,17979_A
16593_B,39.65,39,2,Appartement,2,17980_A
16597_B,59.89,60,3,Appartement,2,17980_A
16593_B,39.65,39,2,Appartement,2,17981_A
16594_B,87.5,99,4,Appartement,1,17982_A
16595_B,38.65,38,1,Appartement,2,17983_A
16596_B,78.43,75,4,Maison,1,17984_A
16598_B,91.13,70,4,Appartement,1,17986_A
16599_B,115.52,120,5,Maison,1,17987_A
16600_B,118.56,107,5,Maison,1,17988_A
16601_B,47.72,48,2,Appartement,1,17989_A
16602_B,33.49,33,2,Appartement,1,17990_A
16602_B,33.49,33,2,Appartement,1,17991_A
16604_B,73.19,74,4,Maison,1,17992_A
16608_B,71.59,71,4,Appartement,1,17996_A
16609_B,83.9,60,3,Appartement,1,17997_A
16610_B,58.57,58,3,Appartement,1,17998_A
16611_B,52.13,52,2,Appartement,1,17999_A
16612_B,105.09,105,5,Appartement,1,18000_A
16614_B,34.79,38,2,Appartement,1,18001_A
16615_B,97.68,84,4,Maison,1,18002_A
16616_B,47.83,45,2,Appartement,1,18003_A
16617_B,51.55,56,2,Appartement,1,18004_A
16618_B,26.15,34,1,Appartement,1,18005_A
16619_B,31.8,32,1,Appartement,1,18006_A
16619_B,31.8,32,1,Appartement,1,18007_A
16884_B,36.2,36,2,Appartement,1,18007_A
16621_B,29.33,30,1,Appartement,1,18009_A
16683_B,28.39,28,1,Appartement,1,18009_A
16621_B,29.33,30,1,Appartement,1,18010_A
16622_B,36.28,36,1,Appartement,2,18011_A
16623_B,55.57,55,2,Appartement,3,18012_A
16624_B,46.82,45,3,Maison,1,18013_A
16625_B,75.4,75,4,Appartement,1,18014_A
17097_B,35.94,35,1,Appartement,1,18014_A
16627_B,76.99,78,4,Appartement,1,18015_A
16628_B,81.67,81,4,Appartement,1,18016_A
16630_B,91.47,78,4,Maison,1,18017_A
16631_B,58.36,58,3,Appartement,1,18018_A
16877_B,80.02,80,4,Maison,1,18018_A
16632_B,64.77,60,2,Appartement,1,18019_A
16633_B,25.45,25,1,Appartement,2,18020_A
16634_B,34.87,32,1,Appartement,1,18021_A
16635_B,53.34,76,3,Appartement,1,18022_A
16636_B,32.71,34,2,Appartement,1,18023_A
16637_B,40.94,41,2,Appartement,1,18024_A
16800_B,69.19,69,3,Appartement,1,18024_A
16638_B,60.42,60,3,Appartement,1,18025_A
16639_B,67.54,67,3,Appartement,2,18026_A
16640_B,28.93,26,1,Appartement,1,18027_A
16641_B,25.28,27,1,Appartement,2,18028_A
16642_B,96.95,100,6,Maison,1,18029_A
16643_B,112.94,100,5,Maison,1,18030_A
16645_B,210.92,217,8,Maison,1,18031_A
16646_B,63.29,64,4,Appartement,2,18032_A
16647_B,48.43,48,2,Appartement,2,18033_A
16647_B,48.43,48,2,Appartement,2,18034_A
16648_B,23.19,20,1,Appartement,2,18035_A
16649_B,25.12,15,0,Appartement,1,18036_A
16650_B,29.36,29,1,Appartement,1,18037_A
16651_B,28.03,29,1,Appartement,1,18038_A
16652_B,88.76,88,5,Maison,1,18039_A
16654_B,79.33,79,4,Appartement,1,18040_A
16655_B,46.89,49,2,Appartement,1,18041_A
16689_B,29.58,29,1,Appartement,1,18041_A
16802_B,54.73,39,2,Appartement,1,18041_A
16656_B,109.05,119,5,Maison,1,18042_A
16657_B,39.4,40,1,Appartement,1,18043_A
16658_B,54.53,52,3,Appartement,1,18044_A
16659_B,160.18,176,7,Maison,1,18045_A
16660_B,22.9,19,1,Appartement,1,18046_A
16662_B,26.89,26,1,Appartement,1,18048_A
16663_B,33.03,32,1,Appartement,1,18049_A
16664_B,34.77,34,2,Appartement,1,18050_A
16665_B,98.03,88,5,Maison,1,18051_A
16666_B,59.44,59,3,Appartement,2,18052_A
16667_B,99.73,110,5,Maison,1,18053_A
16669_B,41.53,41,2,Appartement,2,18054_A
16670_B,96.44,91,5,Maison,1,18055_A
16671_B,78.8,78,4,Appartement,1,18056_A
16672_B,35.58,44,2,Appartement,2,18057_A
16673_B,104.33,95,5,Maison,1,18058_A
16674_B,32.43,33,1,Appartement,1,18059_A
16675_B,45.59,63,3,Appartement,1,18060_A
17068_B,42.59,43,2,Appartement,1,18060_A
16676_B,59.78,59,3,Appartement,1,18061_A
16677_B,22.23,22,2,Appartement,1,18062_A
16678_B,94.5,95,5,Maison,1,18063_A
16679_B,54.88,67,3,Appartement,1,18064_A
17061_B,23.13,24,1,Appartement,1,18064_A
16680_B,65.92,65,3,Appartement,1,18065_A
16682_B,59.4,60,3,Appartement,1,18066_A
16685_B,56.55,54,3,Appartement,1,18068_A
16917_B,56.57,54,3,Appartement,1,18068_A
16688_B,26.02,27,1,Appartement,1,18070_A
16690_B,90.87,90,3,Appartement,1,18072_A
16691_B,1483.78,45,2,Appartement,1,18073_A
16692_B,64.81,64,3,Appartement,1,18074_A
16693_B,87.18,92,5,Appartement,1,18075_A
16694_B,32.63,32,1,Appartement,1,18076_A
16695_B,115.61,116,5,Maison,1,18077_A
16696_B,75.3,74,4,Maison,1,18078_A
16697_B,69.84,69,3,Appartement,1,18079_A
16698_B,40.75,35,1,Appartement,1,18080_A
16699_B,116.18,108,6,Maison,1,18081_A
16700_B,111.02,50,3,Maison,1,18082_A
16701_B,94.72,95,5,Maison,1,18083_A
16702_B,36.2,38,1,Appartement,1,18084_A
16703_B,43.94,43,2,Appartement,1,18085_A
16704_B,108.6,114,5,Appartement,1,18086_A
16705_B,28.54,28,1,Appartement,1,18087_A
16706_B,88.2,88,5,Maison,1,18088_A
16709_B,63.76,69,3,Appartement,1,18090_A
16964_B,35.75,36,1,Appartement,1,18090_A
17093_B,81.81,85,4,Appartement,1,18090_A
17117_B,34.21,36,1,Appartement,1,18090_A
16711_B,32.32,36,2,Appartement,1,18091_A
16712_B,97.29,82,4,Maison,1,18092_A
16713_B,46.07,44,2,Appartement,2,18093_A
16714_B,43.33,45,2,Appartement,2,18094_A
16715_B,50.06,48,2,Appartement,1,18095_A
16923_B,47.8,47,2,Appartement,1,18095_A
16716_B,39.0,39,1,Appartement,1,18096_A
16999_B,42.99,43,2,Appartement,1,18096_A
16717_B,38.0,37,2,Appartement,1,18097_A
16718_B,151.17,107,5,Maison,1,18098_A
16719_B,32.49,24,1,Appartement,2,18099_A
16720_B,290.0,274,8,Maison,1,18100_A
16721_B,45.05,45,2,Appartement,1,18101_A
16722_B,35.95,36,1,Appartement,1,18102_A
16723_B,64.23,63,3,Appartement,1,18103_A
16724_B,153.16,155,6,Maison,1,18104_A
16725_B,60.85,64,3,Appartement,1,18105_A
16726_B,66.64,56,2,Appartement,1,18106_A
16727_B,58.83,60,3,Appartement,1,18107_A
16728_B,117.04,128,6,Maison,1,18108_A
16729_B,74.36,87,4,Maison,1,18109_A
16730_B,92.87,92,4,Appartement,1,18110_A
16859_B,21.59,22,1,Appartement,1,18110_A
16731_B,58.59,58,3,Appartement,1,18111_A
16732_B,75.66,76,4,Appartement,1,18112_A
16733_B,82.39,86,4,Maison,1,18113_A
16734_B,76.43,76,3,Appartement,1,18114_A
16735_B,21.5,20,1,Appartement,1,18115_A
16775_B,22.9,20,1,Appartement,1,18115_A
16736_B,60.0,59,3,Appartement,1,18116_A
16737_B,43.0,43,1,Appartement,1,18117_A
16852_B,38.07,38,1,Appartement,1,18117_A
16738_B,91.77,92,5,Maison,1,18118_A
16739_B,26.21,27,1,Appartement,1,18119_A
16740_B,39.9,40,2,Appartement,1,18120_A
16741_B,63.11,65,3,Appartement,1,18122_A
16742_B,24.53,25,1,Appartement,1,18123_A
16743_B,74.95,80,4,Appartement,1,18124_A
16744_B,81.1,84,1,Appartement,2,18125_A
17078_B,63.58,67,3,Appartement,2,18125_A
17086_B,80.98,84,4,Appartement,2,18125_A
16745_B,75.85,87,4,Maison,1,18126_A
16746_B,50.38,115,5,Appartement,3,18127_A
16747_B,138.96,113,7,Maison,1,18128_A
16748_B,85.94,68,4,Maison,1,18129_A
16751_B,91.46,94,5,Maison,1,18130_A
16752_B,43.68,45,2,Appartement,1,18131_A
16752_B,43.68,45,2,Appartement,1,18132_A
16754_B,41.92,44,2,Appartement,1,18133_A
16755_B,99.06,80,4,Maison,1,18134_A
16756_B,84.76,95,5,Maison,1,18135_A
16757_B,48.06,47,2,Appartement,1,18136_A
16940_B,47.7,47,2,Appartement,1,18136_A
16758_B,37.28,45,2,Appartement,1,18137_A
16759_B,58.95,58,3,Appartement,2,18138_A
17013_B,48.0,49,2,Appartement,2,18138_A
16760_B,61.48,60,3,Appartement,2,18139_A
16761_B,16.4,17,1,Appartement,1,18140_A
16762_B,87.37,90,4,Appartement,1,18141_A
16763_B,64.03,60,3,Appartement,1,18142_A
16764_B,29.44,54,1,Appartement,2,18143_A
16765_B,121.24,111,6,Maison,1,18144_A
17053_B,74.04,67,3,Maison,1,18144_A
16766_B,34.86,36,2,Appartement,1,18145_A
16767_B,92.05,76,3,Appartement,1,18146_A
16768_B,131.3,119,6,Maison,1,18147_A
16771_B,47.69,49,2,Appartement,1,18148_A
16772_B,92.27,98,5,Maison,1,18149_A
16773_B,43.01,48,2,Appartement,2,18150_A
16774_B,49.21,49,2,Appartement,1,18151_A
16776_B,75.58,80,4,Appartement,1,18153_A
16777_B,43.32,42,2,Appartement,2,18154_A
16844_B,56.39,57,3,Appartement,2,18154_A
16916_B,67.76,70,4,Appartement,2,18154_A
17079_B,65.45,67,4,Appartement,2,18154_A
17081_B,44.27,43,2,Appartement,2,18154_A
17095_B,65.1,67,4,Appartement,2,18154_A
17190_B,65.53,67,4,Appartement,2,18154_A
17218_B,56.32,57,3,Appartement,2,18154_A
17226_B,66.53,67,4,Appartement,2,18154_A
16778_B,39.71,41,2,Appartement,1,18155_A
16779_B,82.86,80,4,Appartement,1,18156_A
16780_B,33.07,30,2,Appartement,1,18157_A
16781_B,49.13,49,2,Appartement,1,18158_A
16782_B,56.74,69,3,Appartement,2,18159_A
17182_B,40.15,37,2,Appartement,1,18159_A
16784_B,46.72,44,2,Appartement,1,18160_A
16785_B,20.98,44,2,Appartement,2,18161_A
16787_B,28.05,28,1,Appartement,2,18162_A
16788_B,96.57,97,4,Appartement,1,18163_A
16790_B,48.04,47,2,Appartement,1,18164_A
16793_B,93.36,89,5,Appartement,1,18165_A
16794_B,98.45,106,4,Appartement,1,18166_A
16795_B,28.61,28,1,Appartement,1,18167_A
16807_B,28.38,29,1,Appartement,1,18167_A
16796_B,40.41,46,2,Appartement,1,18168_A
16797_B,60.56,58,3,Appartement,2,18169_A
16797_B,60.56,58,3,Appartement,2,18170_A
16798_B,102.64,103,6,Maison,1,18171_A
16799_B,71.8,73,4,Appartement,2,18172_A
16801_B,77.96,78,4,Appartement,1,18174_A
16804_B,33.7,46,3,Appartement,1,18176_A
16805_B,23.88,23,1,Appartement,1,18177_A
16806_B,99.74,100,4,Maison,1,18178_A
16808_B,102.83,91,5,Maison,1,18180_A
16809_B,133.8,125,5,Maison,1,18181_A
16810_B,136.22,110,5,Maison,1,18182_A
16811_B,91.49,94,5,Maison,1,18183_A
16811_B,91.49,94,5,Maison,1,18183_A
16812_B,61.11,71,3,Appartement,1,18185_A
16813_B,131.9,114,6,Maison,1,18186_A
16814_B,35.0,42,3,Appartement,1,18187_A
16815_B,51.94,52,2,Appartement,1,18188_A
16815_B,51.94,52,2,Appartement,1,18189_A
16816_B,73.9,66,3,Appartement,2,18190_A
16817_B,112.72,70,3,Maison,1,18191_A
16818_B,20.64,20,1,Appartement,1,18192_A
16820_B,70.68,70,3,Appartement,1,18193_A
16821_B,77.27,78,4,Appartement,1,18194_A
16822_B,54.37,54,2,Appartement,1,18195_A
16823_B,30.4,33,1,Appartement,1,18196_A
16824_B,34.91,34,2,Appartement,1,18197_A
16941_B,34.58,34,1,Appartement,1,18197_A
17016_B,58.52,58,3,Appartement,1,18197_A
16825_B,32.13,32,2,Appartement,1,18198_A
17114_B,38.98,40,2,Appartement,1,18198_A
16828_B,73.93,73,4,Appartement,2,18199_A
16829_B,31.63,31,2,Appartement,1,18200_A
16829_B,31.63,31,2,Appartement,1,18201_A
16830_B,109.23,103,6,Maison,1,18202_A
16831_B,70.94,70,3,Appartement,2,18203_A
16832_B,82.29,89,4,Appartement,1,18204_A
16833_B,40.07,42,2,Appartement,1,18205_A
16835_B,146.0,146,4,Appartement,1,18206_A
16836_B,102.13,101,5,Maison,1,18207_A
16837_B,30.15,30,1,Appartement,1,18208_A
17070_B,30.55,31,1,Appartement,1,18208_A
16837_B,30.15,30,1,Appartement,1,18209_A
16838_B,33.46,39,2,Appartement,1,18210_A
16839_B,104.34,115,5,Maison,1,18211_A
16840_B,120.68,91,5,Maison,1,18212_A
16841_B,75.74,78,4,Maison,1,18213_A
16843_B,53.05,53,3,Appartement,2,18214_A
16945_B,50.58,53,3,Appartement,2,18214_A
16845_B,48.17,43,2,Appartement,1,18216_A
16846_B,62.15,52,2,Appartement,1,18217_A
16847_B,101.85,104,4,Maison,1,18218_A
16849_B,65.52,53,2,Appartement,1,18220_A
16851_B,60.95,54,3,Maison,1,18222_A
16853_B,87.31,87,4,Appartement,1,18224_A
16854_B,75.51,76,4,Appartement,1,18225_A
16855_B,52.02,50,2,Appartement,1,18226_A
16856_B,84.09,84,4,Maison,1,18227_A
16857_B,66.27,66,3,Appartement,1,18228_A
16858_B,19.57,18,1,Appartement,1,18229_A
16860_B,84.94,68,3,Maison,1,18231_A
16861_B,48.34,52,2,Appartement,1,18232_A
16862_B,30.74,32,1,Appartement,1,18233_A
16863_B,82.11,80,4,Appartement,1,18234_A
16864_B,93.44,103,5,Appartement,2,18235_A
16865_B,60.41,61,3,Appartement,2,18236_A
16866_B,61.89,58,3,Appartement,1,18237_A
16868_B,45.12,45,2,Appartement,1,18238_A
16869_B,91.2,91,5,Maison,1,18239_A
16870_B,73.77,74,5,Appartement,2,18240_A
